numero_declaracion,manifiesto,codigo,descripcion_mercaderia,item_nro,valor_item
IMP-CL-2024-0000677,MAN-2024-47829,7208.51.00,Productos planos de hierro laminado,4,297591.7
IMP-CL-2024-0000677,MAN-2024-47829,8471.30.00,Computadores portátiles,5,307439.88
IMP-CL-2022-0000678,MAN-2022-19485,2204.21.00,Vino tinto en botellas,1,502312.8
IMP-CL-2022-0000678,MAN-2022-19485,8471.30.00,Computadores portátiles,2,605288.73
IMP-CL-2022-0000678,MAN-2022-19485,3004.90.00,Medicamentos para uso humano,3,1600939.2
IMP-CL-2022-0000678,MAN-2022-19485,8701.20.00,Tractores de carretera,4,3448478.88
IMP-VN-2023-0000679,MAN-2023-26808,8544.42.00,Conductores eléctricos con conector,1,3150499.86
IMP-VN-2023-0000679,MAN-2023-26808,8471.30.00,Computadores portátiles,2,343910.7
IMP-VN-2023-0000679,MAN-2023-26808,8474.20.00,Maquinaria trituradora de minerales,3,734472.97
IMP-ES-2024-0000680,MAN-2024-49412,8544.42.00,Conductores eléctricos con conector,1,901603.12
IMP-ES-2024-0000680,MAN-2024-49412,1006.30.00,Arroz semiblanqueado,2,2311577.19
IMP-ES-2024-0000680,MAN-2024-49412,2204.21.00,Vino tinto en botellas,3,5760942.12
IMP-ES-2024-0000680,MAN-2024-49412,8701.20.00,Tractores de carretera,4,582108.8
IMP-CL-2022-0000681,MAN-2022-75804,3004.90.00,Medicamentos para uso humano,1,2547846.4
IMP-CL-2022-0000681,MAN-2022-75804,8528.72.00,Monitores y pantallas LCD,2,3708186.84
IMP-CL-2022-0000681,MAN-2022-75804,2204.21.00,Vino tinto en botellas,3,413520.8
IMP-ES-2024-0000682,MAN-2024-28715,8703.23.00,Automóviles de turismo,1,232225.19
IMP-ES-2024-0000682,MAN-2024-28715,4011.10.00,Neumáticos para automóviles,2,127842.04
IMP-ES-2024-0000682,MAN-2024-28715,8528.72.00,Monitores y pantallas LCD,3,1604149.8
IMP-CL-2023-0000683,MAN-2023-22527,2204.21.00,Vino tinto en botellas,1,1911008.82
IMP-VN-2022-0000684,MAN-2022-43557,8517.12.00,Teléfonos inteligentes,1,634019.76
IMP-VN-2022-0000684,MAN-2022-43557,8474.20.00,Maquinaria trituradora de minerales,2,2567054.36
IMP-VN-2022-0000684,MAN-2022-43557,1006.30.00,Arroz semiblanqueado,3,14407.7
IMP-VN-2022-0000684,MAN-2022-43557,8528.72.00,Monitores y pantallas LCD,4,2660513.31
IMP-ES-2023-0000685,MAN-2023-35339,6203.42.00,Pantalones de mezclilla,1,510738.14
IMP-ES-2023-0000685,MAN-2023-35339,8701.20.00,Tractores de carretera,2,2780175.2
IMP-ES-2024-0000686,MAN-2024-62995,7606.11.00,Chapas y hojas de aluminio,1,849142.84
IMP-ES-2024-0000686,MAN-2024-62995,6203.42.00,Pantalones de mezclilla,2,1486092.48
IMP-ES-2024-0000686,MAN-2024-62995,6109.10.00,Camisetas de algodón,3,2605041.92
IMP-ES-2024-0000686,MAN-2024-62995,2204.21.00,Vino tinto en botellas,4,241237.44
IMP-VN-2023-0000687,MAN-2023-52464,3002.20.00,Vacunas para medicina humana,1,901183.96
IMP-VN-2023-0000687,MAN-2023-52464,1006.30.00,Arroz semiblanqueado,2,3703187.8
IMP-VN-2023-0000687,MAN-2023-52464,6203.42.00,Pantalones de mezclilla,3,2907831.25
IMP-VN-2023-0000687,MAN-2023-52464,4011.10.00,Neumáticos para automóviles,4,3718613.32
IMP-CL-2023-0000688,MAN-2023-13830,2710.12.00,Gasolina,1,2973978.07
IMP-CL-2023-0000688,MAN-2023-13830,3002.20.00,Vacunas para medicina humana,2,2496096.48
IMP-CL-2023-0000688,MAN-2023-13830,6203.42.00,Pantalones de mezclilla,3,2214653.26
IMP-CL-2023-0000689,MAN-2023-60934,8517.12.00,Teléfonos inteligentes,1,695679.39
IMP-CL-2023-0000689,MAN-2023-60934,7606.11.00,Chapas y hojas de aluminio,2,2531933.25
IMP-CL-2023-0000689,MAN-2023-60934,8701.20.00,Tractores de carretera,3,3024138.04
IMP-CL-2023-0000689,MAN-2023-60934,8471.30.00,Computadores portátiles,4,3850614
IMP-CL-2024-0000690,MAN-2024-86690,8474.20.00,Maquinaria trituradora de minerales,1,659031.42
IMP-CL-2024-0000690,MAN-2024-86690,7208.51.00,Productos planos de hierro laminado,2,1158753.96
IMP-CL-2024-0000690,MAN-2024-86690,8429.51.00,Cargadores frontales,3,4330239.34
IMP-CL-2024-0000690,MAN-2024-86690,0901.11.00,Café sin tostar,4,566509.32
IMP-CL-2024-0000690,MAN-2024-86690,8471.30.00,Computadores portátiles,5,2043103.16
IMP-CL-2023-0000691,MAN-2023-13265,8703.23.00,Automóviles de turismo,1,3089622.55
IMP-CL-2023-0000691,MAN-2023-13265,7606.11.00,Chapas y hojas de aluminio,2,1264739.3
IMP-CL-2023-0000691,MAN-2023-13265,3002.20.00,Vacunas para medicina humana,3,1447332.48
IMP-CL-2022-0000692,MAN-2022-17701,3901.20.00,Polietileno de alta densidad,1,3831228.17
IMP-CL-2022-0000692,MAN-2022-17701,3002.20.00,Vacunas para medicina humana,2,190780.29
IMP-CL-2022-0000692,MAN-2022-17701,4011.10.00,Neumáticos para automóviles,3,499464.4
IMP-CL-2022-0000692,MAN-2022-17701,8474.20.00,Maquinaria trituradora de minerales,4,186308.46
IMP-CL-2022-0000692,MAN-2022-17701,3004.90.00,Medicamentos para uso humano,5,326137.5
IMP-CL-2024-0000693,MAN-2024-19841,7606.11.00,Chapas y hojas de aluminio,1,183428.4
IMP-ES-2024-0000694,MAN-2024-63865,7606.11.00,Chapas y hojas de aluminio,1,2838390.66
IMP-ES-2024-0000694,MAN-2024-63865,3004.90.00,Medicamentos para uso humano,2,336505
IMP-ES-2024-0000694,MAN-2024-63865,0901.11.00,Café sin tostar,3,3360111.92
IMP-ES-2024-0000695,MAN-2024-96954,6109.10.00,Camisetas de algodón,1,1023058.8
IMP-ES-2024-0000695,MAN-2024-96954,2204.21.00,Vino tinto en botellas,2,2829610.05
IMP-ES-2024-0000695,MAN-2024-96954,1006.30.00,Arroz semiblanqueado,3,519843.74
IMP-ES-2024-0000695,MAN-2024-96954,8701.20.00,Tractores de carretera,4,683900.64
IMP-ES-2024-0000695,MAN-2024-96954,3901.20.00,Polietileno de alta densidad,5,1059010.4
IMP-ES-2024-0000696,MAN-2024-44167,8429.51.00,Cargadores frontales,1,3554136.84
IMP-ES-2024-0000696,MAN-2024-44167,8701.20.00,Tractores de carretera,2,549752.58
IMP-ES-2024-0000696,MAN-2024-44167,7208.51.00,Productos planos de hierro laminado,3,415593.9
IMP-CL-2022-0000697,MAN-2022-14187,3002.20.00,Vacunas para medicina humana,1,6008399.88
IMP-CL-2022-0000697,MAN-2022-14187,3901.20.00,Polietileno de alta densidad,2,379239.12
IMP-CL-2022-0000697,MAN-2022-14187,8517.12.00,Teléfonos inteligentes,3,582826.75
IMP-CL-2022-0000697,MAN-2022-14187,6109.10.00,Camisetas de algodón,4,1481180.36
IMP-CL-2022-0000698,MAN-2022-13828,7208.51.00,Productos planos de hierro laminado,1,2549792.7
IMP-CL-2022-0000698,MAN-2022-13828,8474.20.00,Maquinaria trituradora de minerales,2,560258.76
IMP-CL-2022-0000698,MAN-2022-13828,6203.42.00,Pantalones de mezclilla,3,1776796.8
IMP-CL-2022-0000699,MAN-2022-32975,8544.42.00,Conductores eléctricos con conector,1,2020407.2
IMP-ES-2023-0000700,MAN-2023-82423,2204.21.00,Vino tinto en botellas,1,3927966.12
IMP-ES-2023-0000700,MAN-2023-82423,7606.11.00,Chapas y hojas de aluminio,2,5285764.12
IMP-CL-2024-0000701,MAN-2024-51726,8471.30.00,Computadores portátiles,1,829721.28
IMP-CL-2024-0000701,MAN-2024-51726,3901.20.00,Polietileno de alta densidad,2,7533.54
IMP-CL-2024-0000701,MAN-2024-51726,6109.10.00,Camisetas de algodón,3,1944700.8
IMP-CL-2022-0000702,MAN-2022-53384,8528.72.00,Monitores y pantallas LCD,1,608502.72
IMP-CL-2022-0000702,MAN-2022-53384,0901.11.00,Café sin tostar,2,84538.3
IMP-CL-2022-0000702,MAN-2022-53384,3901.20.00,Polietileno de alta densidad,3,718887
IMP-CL-2022-0000702,MAN-2022-53384,8517.12.00,Teléfonos inteligentes,4,1894880.6
IMP-CL-2022-0000702,MAN-2022-53384,8429.51.00,Cargadores frontales,5,797282.23
IMP-ES-2022-0000703,MAN-2022-78860,1006.30.00,Arroz semiblanqueado,1,6228225.5
IMP-ES-2022-0000703,MAN-2022-78860,7208.51.00,Productos planos de hierro laminado,2,210215.88
IMP-ES-2022-0000703,MAN-2022-78860,0901.11.00,Café sin tostar,3,1126179
IMP-VN-2023-0000704,MAN-2023-75550,3002.20.00,Vacunas para medicina humana,1,121268.34
IMP-VN-2023-0000704,MAN-2023-75550,3004.90.00,Medicamentos para uso humano,2,2168988.32
IMP-VN-2023-0000704,MAN-2023-75550,8701.20.00,Tractores de carretera,3,644068.04
IMP-VN-2023-0000704,MAN-2023-75550,8528.72.00,Monitores y pantallas LCD,4,27633.84
IMP-VN-2023-0000704,MAN-2023-75550,7208.51.00,Productos planos de hierro laminado,5,275174.55
IMP-CL-2024-0000705,MAN-2024-29165,8701.20.00,Tractores de carretera,1,53492.4
IMP-CL-2023-0000706,MAN-2023-11684,2710.12.00,Gasolina,1,2097124.49
IMP-CL-2023-0000707,MAN-2023-27307,8544.42.00,Conductores eléctricos con conector,1,572720.08
IMP-CL-2023-0000707,MAN-2023-27307,8474.20.00,Maquinaria trituradora de minerales,2,3389700.96
IMP-ES-2024-0000708,MAN-2024-41888,7208.51.00,Productos planos de hierro laminado,1,528794.7
IMP-ES-2024-0000708,MAN-2024-41888,8471.30.00,Computadores portátiles,2,159321.4
IMP-ES-2024-0000708,MAN-2024-41888,3004.90.00,Medicamentos para uso humano,3,2562142.05
IMP-ES-2024-0000708,MAN-2024-41888,7606.11.00,Chapas y hojas de aluminio,4,1479866.96
IMP-ES-2024-0000708,MAN-2024-41888,3002.20.00,Vacunas para medicina humana,5,86677.6
IMP-CL-2022-0000709,MAN-2022-66094,8544.42.00,Conductores eléctricos con conector,1,1792627.2
IMP-CL-2022-0000709,MAN-2022-66094,2710.12.00,Gasolina,2,946645.05
IMP-CL-2022-0000709,MAN-2022-66094,3004.90.00,Medicamentos para uso humano,3,5598721.26
IMP-CL-2024-0000710,MAN-2024-63319,8528.72.00,Monitores y pantallas LCD,1,1400732.54
IMP-CL-2024-0000710,MAN-2024-63319,8429.51.00,Cargadores frontales,2,2291745.96
IMP-CL-2024-0000710,MAN-2024-63319,7606.11.00,Chapas y hojas de aluminio,3,1631032.96
IMP-CL-2022-0000711,MAN-2022-10572,4011.10.00,Neumáticos para automóviles,1,966391.44
IMP-CL-2022-0000711,MAN-2022-10572,3002.20.00,Vacunas para medicina humana,2,2386521.2
IMP-CL-2023-0000712,MAN-2023-63345,8471.30.00,Computadores portátiles,1,5790197.6
IMP-CL-2023-0000712,MAN-2023-63345,0901.11.00,Café sin tostar,2,336403.2
IMP-CL-2023-0000712,MAN-2023-63345,2204.21.00,Vino tinto en botellas,3,1168576.23
IMP-CL-2023-0000712,MAN-2023-63345,7606.11.00,Chapas y hojas de aluminio,4,264959.52
IMP-CL-2023-0000712,MAN-2023-63345,7208.51.00,Productos planos de hierro laminado,5,39807.82
IMP-CL-2022-0000713,MAN-2022-37111,8703.23.00,Automóviles de turismo,1,940776.98
IMP-CL-2022-0000713,MAN-2022-37111,8471.30.00,Computadores portátiles,2,965163.33
IMP-CL-2022-0000713,MAN-2022-37111,8474.20.00,Maquinaria trituradora de minerales,3,5994084.33
IMP-CL-2022-0000713,MAN-2022-37111,8528.72.00,Monitores y pantallas LCD,4,347651.46
IMP-ES-2023-0000714,MAN-2023-47465,8544.42.00,Conductores eléctricos con conector,1,2958838
IMP-ES-2023-0000714,MAN-2023-47465,8429.51.00,Cargadores frontales,2,3122642.43
IMP-ES-2023-0000714,MAN-2023-47465,8471.30.00,Computadores portátiles,3,46297.71
IMP-ES-2023-0000714,MAN-2023-47465,2204.21.00,Vino tinto en botellas,4,212634.67
IMP-CL-2023-0000715,MAN-2023-59995,8528.72.00,Monitores y pantallas LCD,1,1202360.64
IMP-CL-2023-0000715,MAN-2023-59995,2204.21.00,Vino tinto en botellas,2,1332551.16
IMP-ES-2024-0000716,MAN-2024-97031,6109.10.00,Camisetas de algodón,1,3159620.1
IMP-ES-2024-0000716,MAN-2024-97031,8517.12.00,Teléfonos inteligentes,2,4604293.1
IMP-ES-2024-0000716,MAN-2024-97031,8528.72.00,Monitores y pantallas LCD,3,2800281.12
IMP-ES-2024-0000716,MAN-2024-97031,4011.10.00,Neumáticos para automóviles,4,2811180.6
IMP-ES-2024-0000716,MAN-2024-97031,8429.51.00,Cargadores frontales,5,3492788.13
IMP-ES-2022-0000717,MAN-2022-83342,8471.30.00,Computadores portátiles,1,602421.77
IMP-ES-2022-0000717,MAN-2022-83342,1006.30.00,Arroz semiblanqueado,2,701438.19
IMP-ES-2022-0000717,MAN-2022-83342,3901.20.00,Polietileno de alta densidad,3,280861.38
IMP-CL-2023-0000718,MAN-2023-26392,3002.20.00,Vacunas para medicina humana,1,36670.98
IMP-CL-2023-0000718,MAN-2023-26392,3901.20.00,Polietileno de alta densidad,2,1211464.24
IMP-CL-2023-0000718,MAN-2023-26392,7606.11.00,Chapas y hojas de aluminio,3,922935.78
IMP-CL-2023-0000718,MAN-2023-26392,8703.23.00,Automóviles de turismo,4,538226.5
IMP-CL-2024-0000719,MAN-2024-96330,8701.20.00,Tractores de carretera,1,5278007.16
IMP-CL-2024-0000719,MAN-2024-96330,7606.11.00,Chapas y hojas de aluminio,2,676530.18
IMP-CL-2024-0000719,MAN-2024-96330,4011.10.00,Neumáticos para automóviles,3,5130778.5
IMP-CL-2024-0000719,MAN-2024-96330,3901.20.00,Polietileno de alta densidad,4,316759.5
IMP-CL-2024-0000719,MAN-2024-96330,7208.51.00,Productos planos de hierro laminado,5,686563.68
IMP-CL-2022-0000720,MAN-2022-26670,8474.20.00,Maquinaria trituradora de minerales,1,1057219.26
IMP-CL-2022-0000720,MAN-2022-26670,4011.10.00,Neumáticos para automóviles,2,2041758.47
IMP-CL-2022-0000720,MAN-2022-26670,7606.11.00,Chapas y hojas de aluminio,3,2371022.28
IMP-CL-2022-0000720,MAN-2022-26670,8544.42.00,Conductores eléctricos con conector,4,2699560.35
IMP-ES-2022-0000721,MAN-2022-76049,8544.42.00,Conductores eléctricos con conector,1,77211.6
IMP-ES-2022-0000721,MAN-2022-76049,8471.30.00,Computadores portátiles,2,1517575.3
IMP-CL-2023-0000722,MAN-2023-47176,6109.10.00,Camisetas de algodón,1,2353579.6
IMP-CL-2023-0000722,MAN-2023-47176,7208.51.00,Productos planos de hierro laminado,2,3031264.08
IMP-VN-2022-0000723,MAN-2022-21274,8429.51.00,Cargadores frontales,1,876181.5
IMP-VN-2022-0000723,MAN-2022-21274,3002.20.00,Vacunas para medicina humana,2,340367.61
IMP-VN-2022-0000723,MAN-2022-21274,4011.10.00,Neumáticos para automóviles,3,1380761.76
IMP-VN-2022-0000723,MAN-2022-21274,2204.21.00,Vino tinto en botellas,4,5867699.2
IMP-CL-2023-0000724,MAN-2023-18646,7606.11.00,Chapas y hojas de aluminio,1,2949060.98
IMP-CL-2023-0000724,MAN-2023-18646,8474.20.00,Maquinaria trituradora de minerales,2,1138508.8
IMP-VN-2022-0000725,MAN-2022-84983,8517.12.00,Teléfonos inteligentes,1,5111549.06
IMP-VN-2022-0000725,MAN-2022-84983,8701.20.00,Tractores de carretera,2,171128.46
IMP-VN-2022-0000725,MAN-2022-84983,2710.12.00,Gasolina,3,6381848.44
IMP-VN-2022-0000725,MAN-2022-84983,6203.42.00,Pantalones de mezclilla,4,1049097.68
IMP-VN-2022-0000725,MAN-2022-84983,1006.30.00,Arroz semiblanqueado,5,268828
IMP-CL-2023-0000726,MAN-2023-50425,2204.21.00,Vino tinto en botellas,1,5029561.98
IMP-ES-2023-0000727,MAN-2023-77465,8471.30.00,Computadores portátiles,1,3033667.52
IMP-ES-2023-0000727,MAN-2023-77465,8474.20.00,Maquinaria trituradora de minerales,2,2547155.34
IMP-ES-2023-0000727,MAN-2023-77465,3004.90.00,Medicamentos para uso humano,3,389702.22
IMP-ES-2023-0000728,MAN-2023-51561,8528.72.00,Monitores y pantallas LCD,1,792859.2
IMP-ES-2023-0000728,MAN-2023-51561,3004.90.00,Medicamentos para uso humano,2,2973294.73
IMP-ES-2023-0000728,MAN-2023-51561,1006.30.00,Arroz semiblanqueado,3,4896636.18
IMP-ES-2023-0000728,MAN-2023-51561,8701.20.00,Tractores de carretera,4,4534357.6
IMP-CL-2023-0000729,MAN-2023-44326,3004.90.00,Medicamentos para uso humano,1,1224888.34
IMP-CL-2023-0000730,MAN-2023-25606,7606.11.00,Chapas y hojas de aluminio,1,85454.46
IMP-CL-2023-0000730,MAN-2023-25606,2204.21.00,Vino tinto en botellas,2,645966.78
IMP-CL-2023-0000730,MAN-2023-25606,7208.51.00,Productos planos de hierro laminado,3,18611.3
IMP-CL-2023-0000730,MAN-2023-25606,8517.12.00,Teléfonos inteligentes,4,4934647.5
IMP-CL-2023-0000730,MAN-2023-25606,6203.42.00,Pantalones de mezclilla,5,1663894.75
IMP-VN-2024-0000731,MAN-2024-96945,7606.11.00,Chapas y hojas de aluminio,1,964821.84
IMP-ES-2024-0000732,MAN-2024-77840,3901.20.00,Polietileno de alta densidad,1,1511309.59
IMP-ES-2024-0000732,MAN-2024-77840,7606.11.00,Chapas y hojas de aluminio,2,2697484.08
IMP-ES-2024-0000732,MAN-2024-77840,8703.23.00,Automóviles de turismo,3,649928.99
IMP-ES-2024-0000732,MAN-2024-77840,2204.21.00,Vino tinto en botellas,4,143395
IMP-CL-2022-0000733,MAN-2022-62545,7606.11.00,Chapas y hojas de aluminio,1,41596.29
IMP-CL-2022-0000733,MAN-2022-62545,2204.21.00,Vino tinto en botellas,2,4221816.06
IMP-CL-2022-0000733,MAN-2022-62545,2710.12.00,Gasolina,3,299303.75
IMP-CL-2022-0000733,MAN-2022-62545,8544.42.00,Conductores eléctricos con conector,4,4421352.48
IMP-CL-2022-0000734,MAN-2022-15039,6109.10.00,Camisetas de algodón,1,6950040.4
IMP-CL-2022-0000734,MAN-2022-15039,8701.20.00,Tractores de carretera,2,3516333.48
IMP-ES-2023-0000735,MAN-2023-34202,3901.20.00,Polietileno de alta densidad,1,504587.2
IMP-ES-2023-0000735,MAN-2023-34202,8474.20.00,Maquinaria trituradora de minerales,2,1552815.81
IMP-CL-2024-0000736,MAN-2024-81279,8701.20.00,Tractores de carretera,1,1468344.57
IMP-CL-2024-0000736,MAN-2024-81279,2204.21.00,Vino tinto en botellas,2,912255.9
IMP-CL-2024-0000736,MAN-2024-81279,8474.20.00,Maquinaria trituradora de minerales,3,3046337.36
IMP-CL-2024-0000736,MAN-2024-81279,8517.12.00,Teléfonos inteligentes,4,942289.2
IMP-CL-2023-0000737,MAN-2023-20988,3004.90.00,Medicamentos para uso humano,1,569481.78
IMP-CL-2023-0000737,MAN-2023-20988,8474.20.00,Maquinaria trituradora de minerales,2,2030740.39
IMP-CL-2023-0000737,MAN-2023-20988,8429.51.00,Cargadores frontales,3,2774440.32
IMP-ES-2022-0000738,MAN-2022-62525,8544.42.00,Conductores eléctricos con conector,1,433390.3
IMP-ES-2022-0000738,MAN-2022-62525,1006.30.00,Arroz semiblanqueado,2,85478.84
IMP-ES-2022-0000738,MAN-2022-62525,8528.72.00,Monitores y pantallas LCD,3,1828468.46
IMP-ES-2022-0000738,MAN-2022-62525,3002.20.00,Vacunas para medicina humana,4,3728666.49
IMP-ES-2022-0000738,MAN-2022-62525,7606.11.00,Chapas y hojas de aluminio,5,1018691.4
IMP-CL-2022-0000739,MAN-2022-39494,8474.20.00,Maquinaria trituradora de minerales,1,261527.09
IMP-CL-2022-0000739,MAN-2022-39494,6203.42.00,Pantalones de mezclilla,2,2140666.56
IMP-CL-2022-0000740,MAN-2022-87817,7606.11.00,Chapas y hojas de aluminio,1,55133.28
IMP-CL-2022-0000740,MAN-2022-87817,8474.20.00,Maquinaria trituradora de minerales,2,3070322.5
IMP-CL-2022-0000740,MAN-2022-87817,4011.10.00,Neumáticos para automóviles,3,4908828.42
IMP-CL-2022-0000740,MAN-2022-87817,1006.30.00,Arroz semiblanqueado,4,2178792
IMP-CL-2022-0000741,MAN-2022-82738,8703.23.00,Automóviles de turismo,1,684129.19
IMP-CL-2022-0000741,MAN-2022-82738,7208.51.00,Productos planos de hierro laminado,2,379457.68
IMP-CL-2022-0000741,MAN-2022-82738,3002.20.00,Vacunas para medicina humana,3,2703320.4
IMP-CL-2022-0000741,MAN-2022-82738,7606.11.00,Chapas y hojas de aluminio,4,6167.5
IMP-CL-2023-0000742,MAN-2023-15852,8701.20.00,Tractores de carretera,1,1448737.8
IMP-CL-2022-0000743,MAN-2022-98095,8517.12.00,Teléfonos inteligentes,1,5032160.61
IMP-CL-2024-0000744,MAN-2024-69867,6203.42.00,Pantalones de mezclilla,1,2341708.2
IMP-ES-2023-0000745,MAN-2023-69443,3901.20.00,Polietileno de alta densidad,1,3914625.4
IMP-VN-2023-0000746,MAN-2023-28322,2710.12.00,Gasolina,1,1602382.15
IMP-ES-2022-0000747,MAN-2022-60895,3004.90.00,Medicamentos para uso humano,1,1146131.7
IMP-ES-2022-0000747,MAN-2022-60895,8701.20.00,Tractores de carretera,2,4459.88
IMP-ES-2022-0000747,MAN-2022-60895,7606.11.00,Chapas y hojas de aluminio,3,581311.85
IMP-ES-2022-0000747,MAN-2022-60895,3002.20.00,Vacunas para medicina humana,4,2833844.93
IMP-ES-2024-0000748,MAN-2024-81200,8471.30.00,Computadores portátiles,1,868.64
IMP-ES-2024-0000748,MAN-2024-81200,8703.23.00,Automóviles de turismo,2,919106.92
IMP-ES-2024-0000748,MAN-2024-81200,3004.90.00,Medicamentos para uso humano,3,3168984
IMP-ES-2024-0000748,MAN-2024-81200,6203.42.00,Pantalones de mezclilla,4,1126917.12
IMP-CL-2024-0000749,MAN-2024-82468,8474.20.00,Maquinaria trituradora de minerales,1,362328.3
IMP-CL-2024-0000749,MAN-2024-82468,2710.12.00,Gasolina,2,2393251.52
IMP-CL-2024-0000749,MAN-2024-82468,8703.23.00,Automóviles de turismo,3,5874117.48
IMP-CL-2024-0000749,MAN-2024-82468,8471.30.00,Computadores portátiles,4,2015407.18
IMP-ES-2022-0000750,MAN-2022-89796,7606.11.00,Chapas y hojas de aluminio,1,1033463.88
IMP-CL-2024-0000751,MAN-2024-77618,8703.23.00,Automóviles de turismo,1,257738.52
IMP-CL-2024-0000751,MAN-2024-77618,2710.12.00,Gasolina,2,1218219.15
IMP-CL-2024-0000751,MAN-2024-77618,8517.12.00,Teléfonos inteligentes,3,86252.58
IMP-CL-2024-0000751,MAN-2024-77618,3004.90.00,Medicamentos para uso humano,4,255840.4
IMP-CL-2024-0000751,MAN-2024-77618,8701.20.00,Tractores de carretera,5,1322532.2
IMP-ES-2023-0000752,MAN-2023-23932,6203.42.00,Pantalones de mezclilla,1,571376.98
IMP-ES-2023-0000752,MAN-2023-23932,4011.10.00,Neumáticos para automóviles,2,2143265.41
IMP-ES-2023-0000752,MAN-2023-23932,3901.20.00,Polietileno de alta densidad,3,1014754.72
IMP-ES-2023-0000752,MAN-2023-23932,8474.20.00,Maquinaria trituradora de minerales,4,173092.16
IMP-VN-2024-0000753,MAN-2024-96717,3901.20.00,Polietileno de alta densidad,1,711866.19
IMP-ES-2024-0000754,MAN-2024-95256,8517.12.00,Teléfonos inteligentes,1,584312.4
IMP-ES-2024-0000754,MAN-2024-95256,3901.20.00,Polietileno de alta densidad,2,2367013.68
IMP-ES-2024-0000754,MAN-2024-95256,8701.20.00,Tractores de carretera,3,1293703.02
IMP-VN-2022-0000755,MAN-2022-64595,6203.42.00,Pantalones de mezclilla,1,1326520.48
IMP-VN-2022-0000755,MAN-2022-64595,8517.12.00,Teléfonos inteligentes,2,746239.83
IMP-VN-2022-0000755,MAN-2022-64595,3002.20.00,Vacunas para medicina humana,3,11369.84
IMP-VN-2022-0000755,MAN-2022-64595,8544.42.00,Conductores eléctricos con conector,4,420500.43
IMP-VN-2022-0000755,MAN-2022-64595,8701.20.00,Tractores de carretera,5,1886068.8
IMP-CL-2023-0000756,MAN-2023-14618,2204.21.00,Vino tinto en botellas,1,1332104.8
IMP-CL-2023-0000756,MAN-2023-14618,8703.23.00,Automóviles de turismo,2,96111.8
IMP-CL-2023-0000756,MAN-2023-14618,3901.20.00,Polietileno de alta densidad,3,4067426.7
IMP-CL-2023-0000756,MAN-2023-14618,8528.72.00,Monitores y pantallas LCD,4,1937808.18
IMP-ES-2024-0000757,MAN-2024-36420,3002.20.00,Vacunas para medicina humana,1,1003036.38
IMP-ES-2024-0000757,MAN-2024-36420,4011.10.00,Neumáticos para automóviles,2,625417.24
IMP-ES-2024-0000757,MAN-2024-36420,8544.42.00,Conductores eléctricos con conector,3,1590314.76
IMP-ES-2024-0000757,MAN-2024-36420,8701.20.00,Tractores de carretera,4,1097400.24
IMP-CL-2024-0000758,MAN-2024-31376,6203.42.00,Pantalones de mezclilla,1,759151.09
IMP-CL-2024-0000758,MAN-2024-31376,6109.10.00,Camisetas de algodón,2,746593.51
IMP-VN-2023-0000759,MAN-2023-82152,6203.42.00,Pantalones de mezclilla,1,1871582.76
IMP-CL-2023-0000760,MAN-2023-10006,3004.90.00,Medicamentos para uso humano,1,2041982.25
IMP-CL-2023-0000760,MAN-2023-10006,8544.42.00,Conductores eléctricos con conector,2,2721556.91
IMP-CL-2023-0000760,MAN-2023-10006,2710.12.00,Gasolina,3,59868.9
IMP-CL-2023-0000760,MAN-2023-10006,3002.20.00,Vacunas para medicina humana,4,576665.29
IMP-CL-2023-0000760,MAN-2023-10006,3901.20.00,Polietileno de alta densidad,5,4595828.25
IMP-CL-2024-0000761,MAN-2024-63603,3004.90.00,Medicamentos para uso humano,1,2503914.84
IMP-CL-2023-0000762,MAN-2023-85100,8517.12.00,Teléfonos inteligentes,1,1236977.28
IMP-CL-2023-0000762,MAN-2023-85100,8429.51.00,Cargadores frontales,2,1879246.08
IMP-CL-2023-0000762,MAN-2023-85100,6109.10.00,Camisetas de algodón,3,3018531.34
IMP-ES-2022-0000763,MAN-2022-55911,1006.30.00,Arroz semiblanqueado,1,597385.8
IMP-ES-2022-0000763,MAN-2022-55911,2710.12.00,Gasolina,2,4649429.52
IMP-CL-2022-0000764,MAN-2022-70496,3002.20.00,Vacunas para medicina humana,1,1417461
IMP-CL-2022-0000764,MAN-2022-70496,8429.51.00,Cargadores frontales,2,703583.44
IMP-CL-2022-0000764,MAN-2022-70496,8517.12.00,Teléfonos inteligentes,3,1591705.44
IMP-CL-2024-0000765,MAN-2024-61025,3004.90.00,Medicamentos para uso humano,1,1298384.04
IMP-CL-2024-0000765,MAN-2024-61025,7208.51.00,Productos planos de hierro laminado,2,168223.22
IMP-CL-2024-0000766,MAN-2024-95812,8429.51.00,Cargadores frontales,1,1515028.32
IMP-CL-2024-0000766,MAN-2024-95812,8471.30.00,Computadores portátiles,2,194409.6
IMP-CL-2024-0000766,MAN-2024-95812,7606.11.00,Chapas y hojas de aluminio,3,1200985.44
IMP-CL-2023-0000767,MAN-2023-88644,8429.51.00,Cargadores frontales,1,3261509.16
IMP-CL-2023-0000767,MAN-2023-88644,3002.20.00,Vacunas para medicina humana,2,3323021.76
IMP-CL-2024-0000768,MAN-2024-81769,8528.72.00,Monitores y pantallas LCD,1,431621.62
IMP-ES-2024-0000769,MAN-2024-38348,3004.90.00,Medicamentos para uso humano,1,71154.36
