numero_declaracion,fecha_declaracion,pais_importacion,aduana,importador_nombre,importador_tax_id,exportador_pais,via_transporte,naviera,nombre_nave,numero_bl,puerto_origen,fecha_embarque,fecha_arribo,dias_transito,numero_manifiesto,contenedores,tipo_contenedor,num_contenedores,peso_bruto_kg,volumen_m3,bultos,num_items,items_detalle,valor_fob_usd,flete_usd,seguro_usd,valor_cif_usd,tasa_advalorem_pct,derechos_advalorem,iva,total_tributos,moneda,canal,estado,fecha_liquidacion
IMP-VN-2022-0000723,2022-02-16,VN,HANOI,Hoa Phat Group,VN4392640827,NL,MARITIMO,Maersk Line,HMM ALGECIRAS,MAER732679040,TOKYO,2022-01-23,2022-02-15,24,MAN-2022-21274,YMLU1043851|MSCU1576844,OPEN TOP 20',2,24715.9,48.89,299,4,1:8429.51.00:Cargadores frontales:75:876181.50USD | 2:3002.20.00:Vacunas para medicina humana:73:340367.61USD | 3:4011.10.00:Neumáticos para automóviles:276:1380761.76USD | 4:2204.21.00:Vino tinto en botellas:440:5867699.20USD,8465010.07,635570.61,126001.78,9226582.46,6.0,553594.95,978017.74,1531612.69,USD,AMARILLO,ACEPTADO,2022-02-17
IMP-CL-2023-0000724,2023-11-24,CL,SAN VICENTE,Comercial Atacama S.A.,75.641.925-9,MX,MARITIMO,Maersk Line,MAERSK EDINBURGH,MAER693826850,SHENZHEN,2023-10-29,2023-11-23,26,MAN-2023-18646,EISU8059996|HLXU7398652,REEFER 40',2,20101.1,59.12,421,2,1:7606.11.00:Chapas y hojas de aluminio:206:2949060.98USD | 2:8474.20.00:Maquinaria trituradora de minerales:104:1138508.80USD,4087569.78,302297.91,48890.36,4438758.05,6.0,266325.48,893965.87,1160291.35,USD,VERDE,ACEPTADO,2023-11-28
IMP-VN-2022-0000725,2022-01-08,VN,HO CHI MINH,Hoa Phat Group,VN3233008514,GB,MARITIMO,Maersk Line,HMM ALGECIRAS,MAER425450964,NINGBO,2021-11-26,2022-01-06,43,MAN-2022-84983,COSU7998767|OOLU2485126,DRY 40',2,21683.6,30.6,1103,5,1:8517.12.00:Teléfonos inteligentes:358:5111549.06USD | 2:8701.20.00:Tractores de carretera:34:171128.46USD | 3:2710.12.00:Gasolina:451:6381848.44USD | 4:6203.42.00:Pantalones de mezclilla:388:1049097.68USD | 5:1006.30.00:Arroz semiblanqueado:350:268828.00USD,12982451.64,869561.42,71321.56,13923334.62,6.0,835400.08,1475873.47,2311273.55,USD,VERDE,ACEPTADO,2022-01-12
IMP-CL-2023-0000726,2023-06-10,CL,PUERTO MONTT,Falabella Retail S.A.,23.724.468-1,JP,MARITIMO,Yang Ming,PACIFIC CARRIER,YANG250249575,BUSAN,2023-04-29,2023-06-08,42,MAN-2023-50425,EISU4558295,OPEN TOP 20',1,21943.3,20.89,896,1,1:2204.21.00:Vino tinto en botellas:467:5029561.98USD,5029561.98,169408.26,66803.08,5265773.32,0.0,0.0,1000496.93,1000496.93,USD,VERDE,LIQUIDADO,2023-06-14
IMP-ES-2023-0000727,2023-04-22,ES,VIGO,Navantia S.A.,ES68016337P,MY,MARITIMO,CMA CGM,YANG MING WIND,CMA992067415,TOKYO,2023-03-20,2023-04-20,33,MAN-2023-77465,OOLU4962569|OOLU9824221,OPEN TOP 20',2,18836.1,6.6,822,3,1:8471.30.00:Computadores portátiles:416:3033667.52USD | 2:8474.20.00:Maquinaria trituradora de minerales:246:2547155.34USD | 3:3004.90.00:Medicamentos para uso humano:51:389702.22USD,5970525.08,322025.12,81780.25,6374330.45,6.0,382459.83,1418925.96,1801385.79,EUR,VERDE,ACEPTADO,2023-04-27
IMP-ES-2023-0000728,2023-02-03,ES,BARCELONA,Iberdrola S.A.,ES84765139M,CN,MARITIMO,Evergreen Marine,PIL SINGAPORE,EVER131488819,VALENCIA,2023-01-02,2023-01-31,32,MAN-2023-51561,TRHU9983538|MSKU3274639|EISU6727714,REEFER 40',3,13607.1,35.22,898,4,1:8528.72.00:Monitores y pantallas LCD:96:792859.20USD | 2:3004.90.00:Medicamentos para uso humano:329:2973294.73USD | 3:1006.30.00:Arroz semiblanqueado:457:4896636.18USD | 4:8701.20.00:Tractores de carretera:496:4534357.60USD,13197147.71,701955.99,142632.16,14041735.86,6.0,842504.15,3125690.4,3968194.55,EUR,VERDE,ACEPTADO,2023-02-04
IMP-CL-2023-0000729,2023-08-19,CL,PUERTO MONTT,Cencosud S.A.,10.850.133-0,BR,MARITIMO,Hapag-Lloyd,HMM ALGECIRAS,HAPA389663020,HO CHI MINH,2023-07-29,2023-08-17,21,MAN-2023-44326,TRHU6913626|OOLU6887441,DRY 20',2,15195.5,33.69,243,1,1:3004.90.00:Medicamentos para uso humano:169:1224888.34USD,1224888.34,72434.53,13126.6,1310449.47,18.0,235880.9,293802.77,529683.67,USD,VERDE,EN REVISIÓN,
IMP-CL-2023-0000730,2023-01-06,CL,SAN VICENTE,Codelco Chile,59.770.806-9,AR,MARITIMO,PIL,HAPAG LLOYD BERLIN,PIL780739347,ROTTERDAM,2022-12-03,2023-01-04,34,MAN-2023-25606,COSU5617711,DRY 40',1,16219.6,67.99,832,5,1:7606.11.00:Chapas y hojas de aluminio:329:85454.46USD | 2:2204.21.00:Vino tinto en botellas:73:645966.78USD | 3:7208.51.00:Productos planos de hierro laminado:10:18611.30USD | 4:8517.12.00:Teléfonos inteligentes:375:4934647.50USD | 5:6203.42.00:Pantalones de mezclilla:175:1663894.75USD,7348574.79,243902.08,74013.07,7666489.94,18.0,1379968.19,1718827.04,3098795.23,USD,ROJO,ACEPTADO,2023-01-11
IMP-VN-2024-0000731,2024-02-27,VN,HO CHI MINH,Vinamilk,VN6485057433,IN,MARITIMO,Yang Ming,SANTA URSULA,YANG741626788,HAMBURG,2024-02-04,2024-02-26,23,MAN-2024-96945,OOLU8104723|TCKU5354733,OPEN TOP 20',2,22635.6,34.33,499,1,1:7606.11.00:Chapas y hojas de aluminio:328:964821.84USD,964821.84,74311.55,12662.19,1051795.58,18.0,189323.2,124111.88,313435.08,USD,ROJO,LIQUIDADO,2024-03-01
IMP-ES-2024-0000732,2024-10-12,ES,BILBAO,Iberdrola S.A.,ES68274194N,FR,MARITIMO,ONE (Ocean Network Express),MSC OSCAR,ONE436285028,SINGAPORE,2024-09-16,2024-10-11,26,MAN-2024-77840,EISU9625390|HLXU5490723|APHU4326907|YMLU4835957,OPEN TOP 20',4,26343.9,27.96,1130,4,1:3901.20.00:Polietileno de alta densidad:331:1511309.59USD | 2:7606.11.00:Chapas y hojas de aluminio:482:2697484.08USD | 3:8703.23.00:Automóviles de turismo:131:649928.99USD | 4:2204.21.00:Vino tinto en botellas:34:143395.00USD,5002117.66,313962.01,69845.74,5385925.41,10.0,538592.54,1244148.77,1782741.31,EUR,AMARILLO,LIQUIDADO,2024-10-14
IMP-CL-2022-0000733,2022-03-02,CL,SAN ANTONIO,Walmart Chile S.A.,28.470.447-8,IT,MARITIMO,Evergreen Marine,SANTA URSULA,EVER597659026,SHENZHEN,2022-01-16,2022-02-27,45,MAN-2022-62545,YMLU5091208|OOLU6657553|APHU1531397,HC 40',3,1153.9,52.06,635,4,1:7606.11.00:Chapas y hojas de aluminio:3:41596.29USD | 2:2204.21.00:Vino tinto en botellas:462:4221816.06USD | 3:2710.12.00:Gasolina:125:299303.75USD | 4:8544.42.00:Conductores eléctricos con conector:453:4421352.48USD,8984068.58,616061.62,99730.71,9699860.91,6.0,581991.65,1953551.99,2535543.64,USD,VERDE,LIQUIDADO,2022-03-04
IMP-CL-2022-0000734,2022-01-17,CL,PUERTO MONTT,Viña Concha y Toro S.A.,52.132.448-1,GB,MARITIMO,COSCO Shipping,HMM ALGECIRAS,COSC826476586,SHANGHAI,2021-12-29,2022-01-15,19,MAN-2022-15039,COSU3380326|TRHU6280331,HC 40',2,17960.7,64.94,19,2,1:6109.10.00:Camisetas de algodón:470:6950040.40USD | 2:8701.20.00:Tractores de carretera:309:3516333.48USD,10466373.88,610788.57,125276.53,11202438.98,6.0,672146.34,2256171.21,2928317.55,USD,VERDE,ACEPTADO,2022-01-19
IMP-ES-2023-0000735,2023-09-07,ES,BARCELONA,Telefónica S.A.,ES32396888N,GB,MARITIMO,MSC,CMA CGM MARCO POLO,MSC594693358,HONG KONG,2023-08-10,2023-09-06,28,MAN-2023-34202,HLXU9245512|TRHU6546744,DRY 40',2,2663.4,51.9,215,2,1:3901.20.00:Polietileno de alta densidad:160:504587.20USD | 2:8474.20.00:Maquinaria trituradora de minerales:117:1552815.81USD,2057403.01,76048.73,19833.27,2153285.01,6.0,129197.1,479321.24,608518.34,EUR,AMARILLO,LIQUIDADO,2023-09-10
IMP-CL-2024-0000736,2024-06-08,CL,SAN ANTONIO,Enap Refinerías S.A.,23.215.017-7,BR,MARITIMO,Evergreen Marine,SANTA URSULA,EVER215592123,HONG KONG,2024-04-25,2024-06-05,44,MAN-2024-81279,MSCU2355962|TRHU4894835|EISU2573148|MSKU8996632,OPEN TOP 20',4,25301.6,24.79,742,4,1:8701.20.00:Tractores de carretera:269:1468344.57USD | 2:2204.21.00:Vino tinto en botellas:115:912255.90USD | 3:8474.20.00:Maquinaria trituradora de minerales:284:3046337.36USD | 4:8517.12.00:Teléfonos inteligentes:180:942289.20USD,6369227.03,300061.14,36957.25,6706245.42,15.0,1005936.81,1465314.62,2471251.43,USD,AMARILLO,LIQUIDADO,2024-06-12
IMP-CL-2023-0000737,2023-02-14,CL,ARICA,Walmart Chile S.A.,12.947.134-6,MX,MARITIMO,HMM,SANTA URSULA,HMM748011072,BARCELONA,2023-01-20,2023-02-12,25,MAN-2023-20988,OOLU5317249|MSKU3915877,REEFER 20',2,1290.6,21.74,252,3,1:3004.90.00:Medicamentos para uso humano:434:569481.78USD | 2:8474.20.00:Maquinaria trituradora de minerales:163:2030740.39USD | 3:8429.51.00:Cargadores frontales:192:2774440.32USD,5374662.49,354497.1,67854.93,5797014.52,15.0,869552.18,1266647.67,2136199.85,USD,VERDE,ACEPTADO,2023-02-18
IMP-ES-2022-0000738,2022-02-11,ES,VALENCIA,Inditex S.A.,ES29495081M,MX,MARITIMO,Evergreen Marine,ANDROMEDA LEADER,EVER419738769,NINGBO,2021-12-30,2022-02-10,43,MAN-2022-62525,COSU4817890|MSKU3906541|HLXU5704281|HLXU9908966,REEFER 40',4,15091.3,7.5,1038,5,1:8544.42.00:Conductores eléctricos con conector:482:433390.30USD | 2:1006.30.00:Arroz semiblanqueado:172:85478.84USD | 3:8528.72.00:Monitores y pantallas LCD:169:1828468.46USD | 4:3002.20.00:Vacunas para medicina humana:421:3728666.49USD | 5:7606.11.00:Chapas y hojas de aluminio:74:1018691.40USD,7094695.49,257197.86,83517.31,7435410.66,15.0,1115311.6,1795651.67,2910963.27,EUR,AMARILLO,LIQUIDADO,2022-02-14
IMP-CL-2022-0000739,2022-10-24,CL,VALPARAISO,Falabella Retail S.A.,38.384.189-6,GB,MARITIMO,COSCO Shipping,PACIFIC CARRIER,COSC954210395,NINGBO,2022-09-19,2022-10-23,35,MAN-2022-39494,MSKU6557208,HC 40',1,16737.9,53.65,539,2,1:8474.20.00:Maquinaria trituradora de minerales:131:261527.09USD | 2:6203.42.00:Pantalones de mezclilla:186:2140666.56USD,2402193.65,125101.85,23218.6,2550514.1,10.0,255051.41,533057.45,788108.86,USD,VERDE,LIQUIDADO,2022-10-25
IMP-CL-2022-0000740,2022-11-18,CL,VALPARAISO,Walmart Chile S.A.,25.886.935-2,JP,MARITIMO,PIL,MAERSK EDINBURGH,PIL690498849,SHENZHEN,2022-10-10,2022-11-15,39,MAN-2022-87817,COSU4584107,DRY 40',1,14503.9,59.72,299,4,1:7606.11.00:Chapas y hojas de aluminio:9:55133.28USD | 2:8474.20.00:Maquinaria trituradora de minerales:350:3070322.50USD | 3:4011.10.00:Neumáticos para automóviles:486:4908828.42USD | 4:1006.30.00:Arroz semiblanqueado:240:2178792.00USD,10213076.2,505458.86,130958.12,10849493.18,6.0,650969.59,2185087.93,2836057.52,USD,AMARILLO,ACEPTADO,2022-11-20
IMP-CL-2022-0000741,2022-06-04,CL,ARICA,Viña Concha y Toro S.A.,37.753.932-8,SG,MARITIMO,CMA CGM,MSC ISTANBUL,CMA758115488,ROTTERDAM,2022-04-22,2022-06-02,43,MAN-2022-82738,EISU4296668,DRY 20',1,7493.1,25.66,31,4,1:8703.23.00:Automóviles de turismo:59:684129.19USD | 2:7208.51.00:Productos planos de hierro laminado:184:379457.68USD | 3:3002.20.00:Vacunas para medicina humana:264:2703320.40USD | 4:7606.11.00:Chapas y hojas de aluminio:250:6167.50USD,3773074.77,234585.14,31929.91,4039589.82,10.0,403958.98,844274.27,1248233.25,USD,AMARILLO,ACEPTADO,2022-06-05
IMP-CL-2023-0000742,2023-09-27,CL,SAN ANTONIO,Codelco Chile,61.903.502-8,JP,MARITIMO,Hapag-Lloyd,MSC OSCAR,HAPA181085733,NINGBO,2023-08-20,2023-09-25,38,MAN-2023-15852,MSCU5566768|MSCU4451332,HC 40',2,11722.4,49.84,722,1,1:8701.20.00:Tractores de carretera:305:1448737.80USD,1448737.8,72419.87,18271.95,1539429.62,0.0,0.0,292491.63,292491.63,USD,VERDE,LIQUIDADO,2023-09-29
IMP-CL-2022-0000743,2022-09-28,CL,SAN VICENTE,Viña Concha y Toro S.A.,31.439.128-K,DE,MARITIMO,HMM,CMA CGM MARCO POLO,HMM515254172,LOS ANGELES,2022-08-27,2022-09-27,32,MAN-2022-98095,MSKU6209399,DRY 40',1,4594.7,11.41,1106,1,1:8517.12.00:Teléfonos inteligentes:447:5032160.61USD,5032160.61,176158.0,37467.82,5245786.43,6.0,314747.19,1056501.39,1371248.58,USD,AMARILLO,ACEPTADO,2022-10-03
IMP-CL-2024-0000744,2024-04-21,CL,VALPARAISO,Importadora del Pacífico Ltda.,11.758.413-7,CN,MARITIMO,Maersk Line,MSC ISTANBUL,MAER222556790,LOS ANGELES,2024-03-27,2024-04-19,25,MAN-2024-69867,HLXU7381643|TRHU1211902|COSU9561089|TRHU6138132,OPEN TOP 20',4,13867.5,36.34,104,1,1:6203.42.00:Pantalones de mezclilla:276:2341708.20USD,2341708.2,148413.3,13721.33,2503842.83,15.0,375576.42,547089.66,922666.08,USD,VERDE,ACEPTADO,2024-04-25
IMP-ES-2023-0000745,2023-07-05,ES,VALENCIA,SEAT S.A.,ES62275832D,BR,MARITIMO,ONE (Ocean Network Express),PIL SINGAPORE,ONE559331830,VALENCIA,2023-05-31,2023-07-03,35,MAN-2023-69443,MSKU2847661|TRHU2350621|TRHU5443133,OPEN TOP 20',3,8858.1,21.87,754,1,1:3901.20.00:Polietileno de alta densidad:430:3914625.40USD,3914625.4,137833.87,28055.79,4080515.06,0.0,0.0,856908.16,856908.16,EUR,VERDE,ACEPTADO,2023-07-09
IMP-VN-2023-0000746,2023-04-29,VN,HO CHI MINH,TH Group,VN5263841634,BR,MARITIMO,Yang Ming,EVER GIVEN,YANG333448013,BARCELONA,2023-03-28,2023-04-27,32,MAN-2023-28322,OOLU2787641|TCKU7739827|OOLU8392365,REEFER 40',3,6515.9,6.64,754,1,1:2710.12.00:Gasolina:257:1602382.15USD,1602382.15,59397.61,14832.56,1676612.32,10.0,167661.23,184427.36,352088.59,USD,VERDE,LIQUIDADO,2023-05-02
IMP-ES-2022-0000747,2022-05-21,ES,BILBAO,Telefónica S.A.,ES74316841A,IT,MARITIMO,HMM,MAERSK MC-KINNEY MOLLER,HMM436289206,HO CHI MINH,2022-04-24,2022-05-19,27,MAN-2022-60895,EISU4113328,HC 40',1,14562.4,12.33,822,4,1:3004.90.00:Medicamentos para uso humano:105:1146131.70USD | 2:8701.20.00:Tractores de carretera:1:4459.88USD | 3:7606.11.00:Chapas y hojas de aluminio:349:581311.85USD | 4:3002.20.00:Vacunas para medicina humana:413:2833844.93USD,4565748.36,314839.23,54067.49,4934655.08,6.0,296079.3,1098454.22,1394533.52,EUR,VERDE,EN REVISIÓN,
IMP-ES-2024-0000748,2024-03-04,ES,BILBAO,Repsol S.A.,ES87713329D,DE,MARITIMO,MSC,MSC ISTANBUL,MSC584969042,PORT KLANG,2024-01-28,2024-03-01,36,MAN-2024-81200,TRHU4038772|TCKU2906140|TCKU9095916,DRY 20',3,11040.8,43.89,583,4,1:8471.30.00:Computadores portátiles:2:868.64USD | 2:8703.23.00:Automóviles de turismo:278:919106.92USD | 3:3004.90.00:Medicamentos para uso humano:350:3168984.00USD | 4:6203.42.00:Pantalones de mezclilla:329:1126917.12USD,5215876.68,346578.45,62073.9,5624529.03,0.0,0.0,1181151.1,1181151.1,EUR,VERDE,LIQUIDADO,2024-03-06
IMP-CL-2024-0000749,2024-11-17,CL,SAN ANTONIO,Cencosud S.A.,61.037.099-5,JP,MARITIMO,Yang Ming,MAERSK EDINBURGH,YANG765517055,GUANGZHOU,2024-10-25,2024-11-15,23,MAN-2024-82468,APHU9734885|YMLU9003810|YMLU8529542|TRHU1954291,HC 40',4,4933.8,61.44,228,4,1:8474.20.00:Maquinaria trituradora de minerales:45:362328.30USD | 2:2710.12.00:Gasolina:229:2393251.52USD | 3:8703.23.00:Automóviles de turismo:396:5874117.48USD | 4:8471.30.00:Computadores portátiles:206:2015407.18USD,10645104.48,770696.15,104370.83,11520171.46,15.0,1728025.72,2517157.46,4245183.18,USD,VERDE,EN REVISIÓN,
IMP-ES-2022-0000750,2022-07-28,ES,VIGO,Mercadona S.A.,ES66177153X,FR,MARITIMO,Evergreen Marine,YANG MING WIND,EVER540793272,SINGAPORE,2022-07-10,2022-07-26,18,MAN-2022-89796,OOLU5081124|MSKU7844007|HLXU2579044,DRY 40',3,16900.4,68.77,760,1,1:7606.11.00:Chapas y hojas de aluminio:109:1033463.88USD,1033463.88,66385.14,15063.45,1114912.47,15.0,167236.87,269251.36,436488.23,EUR,AMARILLO,LIQUIDADO,2022-07-30
IMP-CL-2024-0000751,2024-11-04,CL,ARICA,Walmart Chile S.A.,52.950.242-4,GB,MARITIMO,Hapag-Lloyd,MAERSK MC-KINNEY MOLLER,HAPA933787287,SHENZHEN,2024-10-15,2024-11-03,20,MAN-2024-77618,HLXU4262664|OOLU3022230|HLXU2289861|COSU9839636,HC 40',4,7863.4,7.38,102,5,1:8703.23.00:Automóviles de turismo:358:257738.52USD | 2:2710.12.00:Gasolina:391:1218219.15USD | 3:8517.12.00:Teléfonos inteligentes:422:86252.58USD | 4:3004.90.00:Medicamentos para uso humano:40:255840.40USD | 5:8701.20.00:Tractores de carretera:253:1322532.20USD,3140582.85,219109.77,37549.04,3397241.66,0.0,0.0,645475.92,645475.92,USD,VERDE,LIQUIDADO,2024-11-07
IMP-ES-2023-0000752,2023-04-06,ES,VIGO,Telefónica S.A.,ES76240612P,BR,MARITIMO,Evergreen Marine,HMM ALGECIRAS,EVER979287700,NINGBO,2023-03-09,2023-04-03,28,MAN-2023-23932,COSU5568923,DRY 20',1,23424.7,50.54,387,4,1:6203.42.00:Pantalones de mezclilla:79:571376.98USD | 2:4011.10.00:Neumáticos para automóviles:143:2143265.41USD | 3:3901.20.00:Polietileno de alta densidad:112:1014754.72USD | 4:8474.20.00:Maquinaria trituradora de minerales:79:173092.16USD,3902489.27,179935.32,57018.26,4139442.85,6.0,248366.57,921439.98,1169806.55,EUR,VERDE,LIQUIDADO,2023-04-08
IMP-VN-2024-0000753,2024-04-11,VN,HANOI,Vietjet Air,VN9788110644,TH,MARITIMO,PIL,EVER GIVEN,PIL428408066,SHANGHAI,2024-02-28,2024-04-10,43,MAN-2024-96717,APHU5222642|EISU4921744,DRY 20',2,9133.7,19.15,117,1,1:3901.20.00:Polietileno de alta densidad:203:711866.19USD,711866.19,42649.12,6107.87,760623.18,0.0,0.0,76062.32,76062.32,USD,AMARILLO,LIQUIDADO,2024-04-14
IMP-ES-2024-0000754,2024-08-09,ES,VIGO,Inditex S.A.,ES34194047K,KR,MARITIMO,CMA CGM,MAERSK EDINBURGH,CMA284308700,VALENCIA,2024-07-18,2024-08-06,22,MAN-2024-95256,OOLU9526554|MSKU2116398|HLXU4620399|TRHU8893152,DRY 40',4,26193.4,34.43,989,3,1:8517.12.00:Teléfonos inteligentes:360:584312.40USD | 2:3901.20.00:Polietileno de alta densidad:248:2367013.68USD | 3:8701.20.00:Tractores de carretera:457:1293703.02USD,4245029.1,265494.83,53505.82,4564029.75,0.0,0.0,958446.25,958446.25,EUR,AMARILLO,LIQUIDADO,2024-08-11
IMP-VN-2022-0000755,2022-07-12,VN,HAI PHONG,Hoa Phat Group,VN3823382703,NL,MARITIMO,Evergreen Marine,MAERSK MC-KINNEY MOLLER,EVER394167073,NINGBO,2022-06-02,2022-07-09,40,MAN-2022-64595,TCKU1517029|TCKU5689409|HLXU7171594,DRY 20',3,19686.9,25.0,852,5,1:6203.42.00:Pantalones de mezclilla:376:1326520.48USD | 2:8517.12.00:Teléfonos inteligentes:161:746239.83USD | 3:3002.20.00:Vacunas para medicina humana:8:11369.84USD | 4:8544.42.00:Conductores eléctricos con conector:279:420500.43USD | 5:8701.20.00:Tractores de carretera:405:1886068.80USD,4390699.38,190656.35,34973.28,4616329.01,10.0,461632.9,507796.19,969429.09,USD,VERDE,LIQUIDADO,2022-07-13
IMP-CL-2023-0000756,2023-08-07,CL,SAN VICENTE,Falabella Retail S.A.,29.325.432-9,BR,MARITIMO,Maersk Line,MSC OSCAR,MAER780938413,BUSAN,2023-07-17,2023-08-05,21,MAN-2023-14618,APHU4004521,REEFER 20',1,24152.1,48.38,154,4,1:2204.21.00:Vino tinto en botellas:460:1332104.80USD | 2:8703.23.00:Automóviles de turismo:20:96111.80USD | 3:3901.20.00:Polietileno de alta densidad:426:4067426.70USD | 4:8528.72.00:Monitores y pantallas LCD:154:1937808.18USD,7433451.48,591003.35,88040.1,8112494.93,10.0,811249.49,1695511.44,2506760.93,USD,VERDE,ACEPTADO,2023-08-09
IMP-ES-2024-0000757,2024-09-10,ES,VALENCIA,Iberdrola S.A.,ES46260114P,AR,MARITIMO,Hapag-Lloyd,MSC ISTANBUL,HAPA965385900,TOKYO,2024-08-11,2024-09-07,30,MAN-2024-36420,TRHU1272505|TRHU4867069,HC 40',2,3987.5,47.49,314,4,1:3002.20.00:Vacunas para medicina humana:397:1003036.38USD | 2:4011.10.00:Neumáticos para automóviles:178:625417.24USD | 3:8544.42.00:Conductores eléctricos con conector:276:1590314.76USD | 4:8701.20.00:Tractores de carretera:292:1097400.24USD,4316168.62,309634.24,48561.75,4674364.61,10.0,467436.46,1079778.22,1547214.68,EUR,VERDE,ACEPTADO,2024-09-13
IMP-CL-2024-0000758,2024-11-25,CL,PUERTO MONTT,Codelco Chile,50.637.492-0,GB,MARITIMO,PIL,CMA CGM MARCO POLO,PIL915097044,ANTWERP,2024-10-21,2024-11-22,35,MAN-2024-31376,MSCU9518301|OOLU7072871|YMLU3948224,HC 40',3,7350.0,41.53,795,2,1:6203.42.00:Pantalones de mezclilla:107:759151.09USD | 2:6109.10.00:Camisetas de algodón:53:746593.51USD,1505744.6,100702.52,13269.36,1619716.48,10.0,161971.65,338520.74,500492.39,USD,VERDE,ACEPTADO,2024-11-30
IMP-VN-2023-0000759,2023-07-12,VN,HAI PHONG,Vietjet Air,VN6756213770,KR,MARITIMO,HMM,EVER GIVEN,HMM646168164,SHANGHAI,2023-06-09,2023-07-09,33,MAN-2023-82152,EISU4515318|EISU2612728|COSU7792383,HC 40',3,1732.0,34.76,1135,1,1:6203.42.00:Pantalones de mezclilla:292:1871582.76USD,1871582.76,140771.77,25708.52,2038063.05,6.0,122283.78,216034.68,338318.46,USD,VERDE,LIQUIDADO,2023-07-16
IMP-CL-2023-0000760,2023-07-17,CL,SAN ANTONIO,Cencosud S.A.,61.214.589-6,NL,MARITIMO,Hapag-Lloyd,SANTA URSULA,HAPA800744575,BARCELONA,2023-06-20,2023-07-14,27,MAN-2023-10006,TRHU1863863|MSKU5376542|TRHU8387255|MSKU2355491,DRY 20',4,26992.8,18.97,1082,5,1:3004.90.00:Medicamentos para uso humano:231:2041982.25USD | 2:8544.42.00:Conductores eléctricos con conector:313:2721556.91USD | 3:2710.12.00:Gasolina:234:59868.90USD | 4:3002.20.00:Vacunas para medicina humana:359:576665.29USD | 5:3901.20.00:Polietileno de alta densidad:359:4595828.25USD,9995901.6,620984.28,137162.02,10754047.9,18.0,1935728.62,2411057.54,4346786.16,USD,VERDE,ACEPTADO,2023-07-20
IMP-CL-2024-0000761,2024-10-31,CL,VALPARAISO,Falabella Retail S.A.,48.514.076-0,NL,MARITIMO,HMM,HAPAG LLOYD BERLIN,HMM538654121,SHANGHAI,2024-09-30,2024-10-30,31,MAN-2024-63603,HLXU5766182|HLXU7172964,REEFER 40',2,24908.8,68.92,1188,1,1:3004.90.00:Medicamentos para uso humano:252:2503914.84USD,2503914.84,107763.42,34724.75,2646403.01,15.0,396960.45,578239.06,975199.51,USD,AMARILLO,RECHAZADO,
IMP-CL-2023-0000762,2023-04-15,CL,PUERTO MONTT,Enap Refinerías S.A.,38.469.627-8,FR,MARITIMO,ONE (Ocean Network Express),ANDROMEDA LEADER,ONE362523228,HAMBURG,2023-03-13,2023-04-13,33,MAN-2023-85100,MSKU6044283|MSCU3181928|EISU1934441|HLXU6431223,OPEN TOP 20',4,27972.3,32.81,363,3,1:8517.12.00:Teléfonos inteligentes:462:1236977.28USD | 2:8429.51.00:Cargadores frontales:288:1879246.08USD | 3:6109.10.00:Camisetas de algodón:242:3018531.34USD,6134754.7,348779.02,40969.04,6524502.76,6.0,391470.17,1314034.86,1705505.03,USD,VERDE,LIQUIDADO,2023-04-19
IMP-ES-2022-0000763,2022-04-17,ES,VIGO,SEAT S.A.,ES29787684R,MY,MARITIMO,Maersk Line,SANTA URSULA,MAER662834914,HAMBURG,2022-03-09,2022-04-15,39,MAN-2022-55911,COSU7331260|TRHU6594589,DRY 20',2,27088.0,44.68,436,2,1:1006.30.00:Arroz semiblanqueado:180:597385.80USD | 2:2710.12.00:Gasolina:369:4649429.52USD,5246815.32,163106.61,30403.53,5440325.46,18.0,979258.58,1348112.65,2327371.23,EUR,VERDE,LIQUIDADO,2022-04-21
IMP-CL-2022-0000764,2022-04-10,CL,ARICA,Falabella Retail S.A.,42.572.968-5,MY,MARITIMO,Yang Ming,PACIFIC CARRIER,YANG559569710,HONG KONG,2022-03-17,2022-04-08,24,MAN-2022-70496,HLXU4902869|MSKU2206941|TCKU4291291|HLXU7220719,REEFER 20',4,19189.8,10.77,107,3,1:3002.20.00:Vacunas para medicina humana:485:1417461.00USD | 2:8429.51.00:Cargadores frontales:217:703583.44USD | 3:8517.12.00:Teléfonos inteligentes:156:1591705.44USD,3712749.88,150604.89,40659.57,3904014.34,6.0,234240.86,786268.49,1020509.35,USD,AMARILLO,EN REVISIÓN,
IMP-CL-2024-0000765,2024-04-26,CL,SAN ANTONIO,Falabella Retail S.A.,8.690.499-3,SG,MARITIMO,PIL,HAPAG LLOYD BERLIN,PIL600074797,BUSAN,2024-04-04,2024-04-24,22,MAN-2024-61025,COSU5445393|COSU7280278|TRHU5573720|YMLU5016918,HC 40',4,23581.0,51.34,293,2,1:3004.90.00:Medicamentos para uso humano:276:1298384.04USD | 2:7208.51.00:Productos planos de hierro laminado:22:168223.22USD,1466607.26,110122.32,15461.97,1592191.55,10.0,159219.16,332768.03,491987.19,USD,VERDE,ACEPTADO,2024-04-30
